KYBER_Q,KYBER_LEVEL,KYBER_K,KYBER_ETA1,KYBER_ETA2,KYBER_N_BLOCKS_FOR_DU0,KYBER_DU0,KYBER_DU1,KYBER_DV,CODE_ALPHA,CODE_BETA,DFR
3329,1,2,3,2,2,10,0,4,1664,482,1.0462032391906712908403639567631311602838665225953559741414037773861058813983587e-36
3329,1,2,3,2,2,10,0,4,1664,483,1.2208474066338345543771577926836146050643227184142132184606673516096692373910427e-36
3329,1,2,3,2,2,10,0,4,1664,484,1.4244680394231015013564064054337685219253846366291327334441243239502147800098496e-36
3329,1,2,3,2,2,10,0,4,1664,485,1.6618424087592987902655120654104176012864434485369642171187773703293287658111966e-36
3329,1,2,3,2,2,10,0,4,1664,486,1.9385292662624545138100062549936421595561023420606668880210055211217620303382003e-36
3329,1,2,3,2,2,10,0,4,1664,487,2.2609975776110212007974228240569699374609749420046706140304726327160779851086043e-36
3329,1,2,3,2,2,10,0,4,1664,488,2.6367741569579461468463564973781004679292952612280199402016722399429105368016148e-36
3329,1,2,3,2,2,10,0,4,1664,489,3.0746145488850560751984172681742654627330650468442096999537028398476574203360475e-36
3329,1,2,3,2,2,10,0,4,1664,490,3.5847026734764006086712151872803259893043729833940940508987731319453326366193331e-36
3329,1,2,3,2,2,10,0,4,1664,491,4.1788835649479228823924127141563254586603600446354951513175318293286904122940219e-36
3329,1,2,3,2,2,10,0,4,1664,492,4.8709308249957730545746821516203146478115692995122697716743220208252492052321230e-36
3329,1,2,3,2,2,10,0,4,1664,493,5.6768586437801497577257069955952817588356135282242893148099828660632038414350863e-36
3329,1,2,3,2,2,10,0,4,1664,494,6.6152856608398331304182336896777129957319738580624473442858903398341001934587094e-36
3329,1,2,3,2,2,10,0,4,1664,495,7.7078530912088162555861211276855868383277547595575812637567025454844690614766466e-36
3329,1,2,3,2,2,10,0,4,1664,496,8.9797140746469550124486474955033161952112628453960122122854502944875515824509165e-36
3329,1,2,3,2,2,10,0,4,1664,497,1.0460098837274547727123853334950641134313381820678404988801241682833755319951439e-35
3329,1,2,3,2,2,10,0,4,1664,498,1.2182971119268213588338404622783770589889202662930841532288457659200200427615630e-35
3329,1,2,3,2,2,10,0,4,1664,499,1.4187790104890816010947860415021080056531575350068018866453935501068867897305566e-35
3329,1,2,3,2,2,10,0,4,1664,500,1.6520392166350257183539633964705294232730421352680606811761369418059456553165362e-35
Found empty line in setup file, skipping it...
